epoch,global_iter,BCE_loss,G_GAN,D_GAN
17,9301,0.13938002288341522,0.6931451559066772,1.3862948417663574
18,9601,0.17234617471694946,0.693146824836731,1.3862950801849365
18,9901,0.12184853851795197,0.6931467652320862,1.3862950801849365
19,10201,0.10054527223110199,0.6931456923484802,1.3862953186035156
19,10501,0.09828167408704758,0.6931471228599548,1.3862942457199097
20,10801,0.12100759148597717,0.6931474804878235,1.3862950801849365
20,11101,0.14514905214309692,0.6931467652320862,1.386293649673462
21,11401,0.1456194669008255,0.6931474804878235,1.3862948417663574
22,11701,0.09348751604557037,0.6931456923484802,1.3862950801849365
22,12001,0.1545848697423935,0.6931475400924683,1.3862950801849365
23,12301,0.15466149151325226,0.6931475400924683,1.3862950801849365
23,12601,0.09297406673431396,0.6931465268135071,1.3862953186035156
24,12901,0.09786970913410187,0.6931471228599548,1.3862948417663574
24,13201,0.06885470449924469,0.6931284070014954,1.386300802230835
25,13501,0.1071755588054657,0.6931466460227966,1.386294960975647
26,13801,0.11238618940114975,0.6930901408195496,1.386299729347229
26,14101,0.15637743473052979,0.6931464672088623,1.3862955570220947
27,14401,0.09773148596286774,0.6931464672088623,1.386295199394226
27,14701,0.1320374310016632,0.6931475400924683,1.3862950801849365
28,15001,0.0762268677353859,0.6931471824645996,1.3862950801849365
29,15301,0.0930742621421814,0.6931475400924683,1.3862950801849365
29,15601,0.10818558931350708,0.6931470632553101,1.3862950801849365
30,15901,0.12547822296619415,0.6931475400924683,1.3862950801849365
30,16201,0.10069076716899872,0.6931475400924683,1.3862950801849365
31,16501,0.11494046449661255,0.6931475400924683,1.3862950801849365
31,16801,0.10657361149787903,0.6931475400924683,1.3862950801849365
32,17101,0.1395905315876007,0.6931475400924683,1.3862950801849365
33,17401,0.10652294009923935,0.6931474208831787,1.3862950801849365
33,17701,0.1275288611650467,0.6931475400924683,1.3862950801849365
34,18001,0.10845180600881577,0.6931475400924683,1.3862950801849365
34,18301,0.09587737172842026,0.6931475400924683,1.3862950801849365
35,18601,0.11834628134965897,0.6931475400924683,1.3862950801849365
36,18901,0.11752361059188843,0.6931475400924683,1.3862950801849365
36,19201,0.10156065225601196,0.6931475400924683,1.3862950801849365
37,19501,0.12360859662294388,0.6931475400924683,1.3862950801849365
37,19801,0.17141062021255493,0.6931475400924683,1.3862950801849365
38,20101,0.18490786850452423,0.6931475400924683,1.3862950801849365
38,20401,0.16422221064567566,0.6931475400924683,1.3862950801849365
38,20402,0.10213939845561981,0.6931475400924683,1.3862950801849365
38,20701,0.12838149070739746,0.6931475400924683,1.3862950801849365
39,21001,0.11129650473594666,0.6931475400924683,1.3862950801849365
39,21301,0.14724217355251312,0.6931475400924683,1.3862950801849365
40,21601,0.11771930009126663,0.6931475400924683,1.3862950801849365
40,21901,0.08334924280643463,0.6931475400924683,1.3862950801849365
41,22201,0.1256253719329834,0.6931475400924683,1.3862950801849365
42,22501,0.12107964605093002,0.6931475400924683,1.3862950801849365
42,22801,0.10440415143966675,0.6931475400924683,1.3862950801849365
43,23101,0.1825396567583084,0.6931475400924683,1.3862950801849365
43,23401,0.1819891482591629,0.6931474804878235,1.3862948417663574
44,23701,0.1429036408662796,0.6931475400924683,1.3862950801849365
44,24001,0.12350773811340332,0.6931475400924683,1.3862950801849365
45,24301,0.09550774097442627,0.6931475400924683,1.3862950801849365
46,24601,0.08646613359451294,0.6931475400924683,1.3862950801849365
46,24901,0.11385004967451096,0.6931475400924683,1.3862950801849365
47,25201,0.0706324502825737,0.6931475400924683,1.3862950801849365
47,25501,0.15030109882354736,0.6931475400924683,1.3862950801849365
48,25801,0.13108713924884796,0.6931475400924683,1.3862950801849365
49,26101,0.1103002279996872,0.6931475400924683,1.3862950801849365
49,26401,0.11518313735723495,0.6931475400924683,1.3862950801849365
50,26701,0.20827379822731018,0.6931475400924683,1.3862950801849365
50,27001,0.11833880841732025,0.6931475400924683,1.3862950801849365
51,27301,0.09802786260843277,0.6931475400924683,1.3862950801849365
51,27601,0.11745759844779968,0.6931475400924683,1.3862950801849365
52,27901,0.0986797958612442,0.6931475400924683,1.3862950801849365
53,28201,0.1302861124277115,0.6931475400924683,1.3862950801849365
53,28501,0.13302023708820343,0.6931475400924683,1.3862950801849365
54,28801,0.13821610808372498,0.6931475400924683,1.3862950801849365
54,29101,0.09523338824510574,0.6931475400924683,1.3862950801849365
55,29401,0.1323806196451187,0.6931475400924683,1.3862950801849365
56,29701,0.11175578832626343,0.6931475400924683,1.3862950801849365
56,30001,0.13468720018863678,0.6931475400924683,1.3862950801849365
57,30301,0.12180986255407333,0.6931475400924683,1.3862950801849365
57,30601,0.15702272951602936,0.6931475400924683,1.3862950801849365
58,30901,0.0812188908457756,0.6931475400924683,1.3862950801849365
58,31201,0.08775590360164642,0.6931475400924683,1.3862950801849365
59,31501,0.14779895544052124,0.6931475400924683,1.3862950801849365
60,31801,0.10966344177722931,0.6931475400924683,1.3862950801849365
60,32101,0.11321435868740082,0.6931475400924683,1.3862950801849365
61,32401,0.1069861575961113,0.6931475400924683,1.3862950801849365
61,32701,0.08116164803504944,0.6931475400924683,1.3862950801849365
62,33001,0.14160320162773132,0.6931475400924683,1.3862950801849365
62,33301,0.13570581376552582,0.6931473612785339,1.3862947225570679
63,33601,0.11036239564418793,0.6931475400924683,1.3862950801849365
64,33901,0.15927352011203766,0.6931475400924683,1.3862950801849365
64,34201,0.1172112226486206,0.6931475400924683,1.3862950801849365
65,34501,0.11969096958637238,0.6931475400924683,1.3862950801849365
65,34801,0.11199907958507538,0.6931475400924683,1.3862950801849365
66,35101,0.10234613716602325,0.6931475400924683,1.3862950801849365
